total_pop,deaths,family_households,nonfamily_households,rent_burden_not_computed,median_rent,white_pop,income_per_capita,families_with_young_children,income_less_10000,married_households,armed_forces,employed_pop,civilian_labor_force,unemployed_pop,bachelors_degree,in_school,no_cars,four_more_cars,pop_25_64,median_income,median_age,confirmed_cases,
126146,225,32831,14719,1472,654,96360,26535,9050,3420,24322,97,57373,61387,4014,11483,30846,2719,3462,63367,52683,40.2,8983,
160173,213,42181,13286,1359,738,117957,26574,12168,2530,32980,106,72273,76009,3736,13984,37375,1562,3586,82721,60458,36.9,14435,
46974,70,12291,5341,669,485,33325,23023,2713,1499,8669,0,17988,19652,1664,3086,8649,1166,1066,24721,43267,43.4,2492,
40306,44,10265,3426,228,956,29661,39517,2378,605,8580,29,18640,19498,858,7464,9787,415,1524,20078,81023,42.4,1890,
39064,48,10951,4234,691,601,29844,29067,2896,652,8460,0,18724,19747,1023,4098,9244,712,1007,19209,60027,40.5,2806,
839539,2018,190585,41938,9254,541,55339,15883,92776,28310,127466,154,313678,341244,27566,59522,272122,15683,15666,377528,37097,28.9,56455,
254574,263,59674,34346,3737,651,106135,25370,19834,9713,39723,88,105319,112595,7276,21920,59845,7937,4282,133918,46315,36,15937,
22016,57,5110,1615,151,543,7410,21372,2350,310,3989,33,10591,11047,456,1327,6179,373,607,10503,52469,30.5,2116,
28109,50,7192,3249,346,545,21203,24840,2029,901,5393,29,11724,12725,1001,2239,5936,747,696,13871,45067,41,2298,
53607,77,13726,5628,727,588,45206,25394,3615,1155,11035,8,22384,23791,1407,4419,11904,795,1559,26356,50061,43.3,3154,
34667,69,8442,3763,457,687,22344,28517,2229,781,6613,0,14897,15876,979,3876,8373,551,710,16180,55793,42,1668,
420201,1126,96308,25880,5350,529,39240,16085,41474,16406,64622,101,153938,167313,13375,29742,127140,8693,6663,190617,36095,31.4,32698,
90414,78,24526,5839,235,1094,65357,38933,6743,632,20552,81,44335,46641,2306,15356,25829,886,2698,47728,93269,37.2,8222,
125963,115,33503,10439,1133,746,106370,33367,9252,2041,27804,218,58626,62043,3417,16056,30870,1246,4013,65876,70608,39.6,11314,
87700,193,22400,8531,1138,603,53704,21974,6844,2665,15827,32,36164,39135,2971,6426,22482,1609,1439,43578,46472,36.8,6765,
27015,48,5860,2764,535,477,7325,19146,2466,744,4101,14,11605,12331,726,1823,7086,555,368,12248,40781,33.8,2733,
123402,221,30446,15169,1144,660,71967,25144,10668,3338,20807,18,55237,58009,2772,11233,31185,3018,2139,61495,47970,35.4,8451,
21456,19,5224,2088,304,494,17081,21172,1151,671,4176,0,6746,7455,709,1472,3426,397,526,10520,44396,43,999,
20195,30,5885,2796,218,593,17593,35680,798,535,5050,0,7660,8349,689,2981,2538,336,407,9001,50524,57.1,805,
13492,36,3508,1599,340,342,9504,22751,948,434,2742,0,5454,5657,203,1204,2737,264,308,6202,42419,44.4,1118,
5821,2,1288,466,166,640,3467,20676,382,42,1171,0,2049,2074,25,561,1064,28,119,3530,64427,39.8,317,
7891,22,1779,683,266,482,2595,22292,758,167,1359,0,3289,3433,144,414,2197,150,197,3596,44643,34.4,832,
10266,28,2699,1082,124,360,6394,22190,685,318,1954,0,4184,4323,139,1063,2252,142,254,4899,41226,41.1,1085,
22962,40,5229,2742,433,528,14807,23457,1904,476,4112,26,9498,9990,492,1508,5220,424,736,11679,48314,36.7,1773,
48139,90,11819,3690,909,585,16480,23973,3978,937,8075,46,20208,21527,1319,2926,12298,822,1510,23736,55194,35.4,3781,
20473,17,5731,2017,213,549,14916,26405,1203,679,4674,238,8612,9301,689,1871,4995,374,497,10544,54467,41.8,913,
66606,71,17101,6262,827,574,42506,25123,5169,1845,13132,69,27603,29731,2128,5859,16340,1225,1459,33228,48644,37.7,3575,
24832,26,6277,3252,367,666,16803,29999,1252,817,5335,0,10387,11137,750,2251,4279,438,380,11831,44601,49.6,895,
164092,201,43047,11678,1119,761,102697,28612,12448,2265,34656,74,78597,82426,3829,16526,45559,1537,5251,84936,67371,36,16403,
49401,112,13127,5958,936,500,37039,23625,3560,2081,9709,36,21134,22393,1259,4006,11390,1322,1097,24417,42198,40.4,4956,
336506,214,82041,34356,3197,722,158932,25017,33104,8022,59768,18870,135361,147579,12218,32377,97887,6602,6212,168810,52583,30.6,16512,
222277,309,53391,24410,2046,714,134122,26270,17756,5084,40390,130,98488,105291,6803,25104,59288,3496,4262,109981,50742,36.6,15406,
91518,134,22989,9745,780,701,41590,28181,7661,1894,16663,11,43077,45376,2299,7819,22926,1626,1705,45566,55740,35.7,6672,
114852,154,28264,8261,754,743,76486,26631,9272,1836,21672,36,53146,56820,3674,10175,31444,1302,3614,60170,63926,35.7,11450,
32729,53,6121,2410,449,680,10555,17504,2213,745,4121,0,10125,10805,680,1263,6908,637,538,18337,45415,35.2,3082,
47205,41,12365,3390,626,689,27225,29862,3051,606,9976,121,21002,22332,1330,4199,11676,528,1674,24768,71942,40.4,2790,
53026,65,13096,4886,782,560,34304,23521,3722,1150,9730,43,20340,21559,1219,3855,11072,867,1060,27768,49270,38.5,3065,
7191,19,1708,881,186,408,979,15329,625,359,1289,0,2426,2690,264,608,1832,250,119,2944,26486,41.4,615,
79884,111,18902,7072,712,578,52576,22153,6511,1828,14621,0,28685,31098,2413,3474,18144,1538,1924,41975,48344,35.8,5116,
135371,263,32712,16731,1816,649,87366,25419,11800,3501,23873,3616,62872,65789,2917,13250,37956,2657,2382,63269,49161,32.2,13275,
80306,57,18997,7018,870,724,43147,25172,5662,1403,14709,7,33500,36309,2809,7527,20072,1094,2840,42044,59185,38.8,4373,
155744,269,36252,15223,1853,816,53705,27728,16083,2530,24362,33,72576,77925,5349,10084,43805,2396,3431,77342,59528,30.3,12222,
2236,1,593,414,69,628,1361,25167,70,48,576,0,911,960,49,326,440,0,32,1070,46534,55.3,116,
13660,28,3269,2022,237,461,11862,22205,901,772,2717,6,5128,5315,187,1080,2973,159,264,6885,40945,43.3,931,
8774,21,1899,740,111,477,4270,19741,523,69,1532,0,2801,2994,193,545,2048,156,242,4696,52194,34.6,535,
17577,37,4157,1256,181,737,7229,29903,1733,245,3460,0,8054,8437,383,663,4586,168,509,8602,70753,31.6,1606,
5806,17,1435,693,145,389,3822,21120,301,192,1053,0,2180,2410,230,377,924,174,93,3104,43529,43.4,355,
16727,25,4416,1882,279,385,9682,23337,1195,507,3226,5,7180,7783,603,1170,4082,534,461,8250,52189,41.4,1069,
23273,91,5757,2308,471,514,11112,22673,1766,599,4259,5,10337,11164,827,1313,6785,356,621,11170,49184,33.4,2049,
21316,20,5694,2584,271,674,16788,29177,951,514,4714,2,8682,9205,523,2588,3785,155,754,10864,56413,52,820,
63420,214,13314,3006,803,366,403,13167,7128,2463,8491,0,21423,25195,3772,2467,19067,1620,1065,27956,27133,28.8,7460,
17955,20,5204,1823,252,456,14127,25763,1123,348,4160,0,7475,7881,406,1596,3684,142,508,8518,48677,46.5,988,
17596,22,4597,1968,416,551,11561,27112,1220,540,3570,0,7697,8254,557,1129,3655,397,457,8756,52510,42.9,1093,
19969,35,3968,1667,384,444,10940,17960,940,463,3039,17,5057,5277,220,1315,3514,347,465,11779,48601,38.6,2569,
7207,20,1776,656,130,562,3692,25221,710,83,1347,0,3501,3636,135,367,1857,32,166,3603,45580,32.1,466,
7098,15,1700,530,81,575,2459,18662,614,156,1331,0,3157,3229,72,478,1720,82,159,3325,43523,35.2,742,
15804,26,2983,1437,250,614,4094,19088,1267,444,2451,11,6103,6336,233,696,3570,252,294,8652,50543,36.2,1313,
8422,20,2383,1087,202,461,6512,26436,577,350,1823,4,3310,3487,177,639,1499,160,286,4259,40804,46.6,579,
19859,62,5540,2144,410,517,14750,29946,1423,363,4422,0,8843,9106,263,1742,4734,388,606,9247,51708,43.9,1862,
12043,16,2379,1207,205,586,6941,22847,655,104,1927,0,4301,4470,169,722,2220,133,211,6347,51480,42.3,967,
18947,60,4355,1763,338,544,4914,21209,1979,383,3387,3,8619,9071,452,1186,5921,354,473,8815,51543,31.8,2418,
7064,13,1473,809,153,577,4525,18694,499,244,1142,0,2515,2653,138,581,1221,197,123,3691,40432,32.8,1292,
14415,20,3400,1057,411,353,753,17817,1758,763,2257,0,5146,5877,731,651,4133,330,270,6202,34550,29.4,1338,
35098,47,8955,3719,571,528,25038,23342,2480,958,7125,0,14579,15872,1293,2628,8421,643,1074,16814,45970,42.5,2398,
24479,19,6239,3198,590,454,15408,22911,1756,496,4752,9,9527,10078,551,1860,5799,595,706,11800,41768,41.5,1577,
16966,28,4372,1873,248,434,12986,27096,1279,313,3110,0,6574,7074,500,1381,3496,274,306,7703,44875,44.7,875,
25689,45,6369,2849,643,420,15961,20686,2149,1098,4515,0,9432,10187,755,1754,6479,625,775,12170,38121,37.4,1278,
23480,34,5661,2439,292,463,13905,21093,1622,723,4274,0,8824,9833,1009,1572,4886,520,679,11873,40356,39.5,1420,
35444,48,8165,3809,832,485,26482,21402,2223,859,6271,0,12541,13982,1441,1653,7534,633,520,17391,41960,40.4,1965,
55993,69,15129,5610,435,629,48723,29693,4393,1561,11788,40,24056,25153,1097,4357,13385,647,1543,28765,56131,39.3,4080,
45017,34,12077,4468,419,664,33365,29247,2772,546,9613,0,19567,20436,869,4998,9304,754,927,21571,57173,44,2196,
79687,106,21718,8741,1300,572,62894,24315,5080,2248,17015,23,31087,33130,2043,6711,16879,1357,1762,38914,44888,43.8,4434,
150889,128,39413,12577,917,827,77499,29300,11447,2613,30224,1077,70169,73437,3268,17245,41292,1712,4049,78338,66187,36.7,9123,
1983675,1798,481588,208333,14085,815,959103,30857,168563,36274,346090,1841,974947,1030184,55237,264881,556646,30852,40982,1055492,62532,34.2,195518,
194843,130,44204,23841,1935,888,107718,29253,13938,4837,33760,193,99069,104635,5566,27823,64275,2285,5025,95334,62815,31.3,14460,
40544,55,8975,3919,366,623,16661,23366,3038,917,6307,0,18238,18887,649,2525,10168,545,987,20703,51346,35.8,2738,
83909,81,22834,9438,1142,600,68273,27938,6673,2223,16728,10,36743,39092,2349,6754,20179,1887,1836,43432,53667,37.7,5946,
57471,223,13297,3119,663,484,1521,16658,6260,1837,9375,0,21113,24227,3114,2808,16303,1051,936,25779,37734,29.6,8320,
32664,60,8310,2365,275,491,15121,21090,2739,586,5939,20,14307,15242,935,2192,8897,484,681,15415,46980,34,3137,
57747,75,11611,4956,644,571,34468,17466,3075,945,8964,11,19102,19952,850,3221,12888,871,817,33739,42313,39.1,5575,
41016,42,8905,4922,822,665,30923,23511,2731,1755,7231,0,19076,19939,863,4288,14227,743,1098,17547,47013,30,3470,
63247,84,16280,5411,710,699,49012,27447,4839,1261,12988,19,27736,29494,1758,5397,14891,723,1828,33065,59081,38.5,5384,
39283,13,10432,2888,262,712,26720,31412,3006,900,8749,21,16713,17881,1168,3492,10379,507,1220,20664,74368,35.4,3431,
358484,517,87821,41036,3507,776,108703,26780,27466,9381,58951,1641,165116,175558,10442,31165,92459,10234,7052,183977,53317,35.1,31926,
18166,32,5239,1827,319,435,14306,25661,1344,436,4063,12,8248,8639,391,1636,4242,327,309,8648,46351,41.5,1685,
34527,135,8070,3147,759,470,11938,19205,3092,1005,5648,0,14267,15238,971,2324,9754,657,540,16509,46012,33,5668,
22849,30,5445,2883,426,460,14155,17884,1215,870,3928,22,7642,8001,359,1830,4094,657,428,11875,33552,44.6,1360,
40506,42,9904,4157,618,581,32704,24088,2760,1078,7777,15,16720,18235,1515,3255,9463,580,1073,20504,48796,40.7,2595,
19889,36,4436,1280,485,525,11198,22656,2490,412,3603,0,8134,8515,381,798,5088,312,568,9189,58167,28.1,1302,
9220,8,2146,1786,217,477,4768,26073,513,309,1647,0,4151,4469,318,1492,2068,250,180,4874,38906,43.1,945,
4122,4,1027,595,190,627,2962,24519,300,144,822,0,2173,2236,63,424,639,45,123,2003,40949,48.9,340,
12972,41,3320,1835,187,443,7708,21938,918,296,2401,22,6329,6717,388,1011,3145,355,378,6610,43913,37.2,1707,
23574,49,6358,2674,574,585,17311,26205,1499,762,4908,16,9855,10246,391,1599,5497,356,430,11770,49704,38.7,1228,
24963,43,6721,2577,355,553,17951,30405,1631,527,5629,0,11626,11808,182,2412,5058,387,766,12051,56941,47.2,1447,
37787,81,9417,4418,556,521,27465,24040,2444,1141,7525,5,15238,15922,684,3183,8736,858,830,18460,43062,41,3382,
35929,86,9828,3459,684,559,26577,24236,2670,936,7514,13,15408,16375,967,2796,8518,465,1053,17662,47832,39.6,2518,
31540,63,6829,4129,716,637,6618,19806,2635,1622,4716,326,13683,15149,1466,2897,11035,979,708,13387,41700,27.9,1981,
65411,111,15329,8496,1174,602,39199,22589,5261,2955,11137,2,28199,30869,2670,5756,21922,1778,1133,28671,41482,30.6,3506,
159883,202,38371,16674,1001,1014,75630,38545,15312,1830,28561,96,80471,83412,2941,19394,40804,1931,4041,83253,75815,31.8,13334,
121230,302,28289,15164,1195,614,54757,21941,11642,3725,18951,56,52859,55196,2337,7824,32609,3538,2499,62379,41852,33.6,15947,
130552,208,34000,15118,984,727,95851,32922,9967,2301,26465,146,68640,71294,2654,17818,36393,1403,3541,67338,65564,35.6,15104,
321184,251,81866,35589,2873,818,186380,33870,24251,7170,61003,504,149076,159467,10391,41264,86408,7097,7214,171802,65702,37.6,26898,
48976,158,11541,3648,577,524,7811,20160,4611,1636,8846,1386,18667,19990,1323,3772,12576,1264,1026,22476,44609,31.7,6331,
90322,103,21940,9841,1108,643,65807,23942,6334,2385,17024,8,38753,41443,2690,7264,24220,1879,2835,45673,49319,37.9,4557,
36744,72,9143,4668,510,573,16503,23294,3324,1577,6721,27,16009,17102,1093,2547,8578,794,997,18206,44896,37.2,2602,
70818,93,12366,8928,1717,693,40319,17194,4001,3149,9273,89,24044,24880,836,6546,20555,962,1153,37523,41456,35.2,7008,
131778,260,30787,17741,1454,612,87142,23263,10094,4572,21536,6300,55552,58340,2788,12916,32925,3246,2554,65572,45776,34.2,13325,
21821,13,5412,2321,484,584,9426,26909,1709,505,3986,9,9676,10327,651,1587,5103,290,292,10835,58788,37.7,1361,
298042,648,68845,41430,4124,697,162449,26196,22875,10076,47635,297,145154,152472,7318,31162,99824,6058,5491,139679,49078,30.7,45600,
13979,21,2834,1340,262,519,7794,17436,743,288,2184,0,4249,4387,138,921,2433,222,259,7570,44004,35.2,1162,
41318,70,10080,3534,993,542,7556,20631,4000,1607,6611,0,16282,17201,919,2246,10807,1166,1180,19805,41103,34.5,3417,
48239,71,12931,4395,884,549,27631,22152,3813,1498,9241,7,20325,22441,2116,3170,11753,1282,1215,23525,45103,38.9,4798,
51594,92,13197,4688,783,498,31603,21102,4152,1311,9796,13,20526,21851,1325,4229,13140,885,1359,25007,44294,38,3491,
55418,85,14935,6592,517,708,46999,32578,3453,1164,12409,71,22905,23617,712,7260,10515,574,1010,26473,60275,46.8,5050,
50761,61,13712,6868,905,674,35478,28484,2865,1073,10391,8,21475,22849,1374,6047,10019,889,935,23117,48698,47.8,3020,
93635,139,22847,10324,1238,579,60361,24761,6718,3136,16024,47,36668,39544,2876,8340,22422,2379,1885,48368,46283,38.2,4876,
66867,111,17294,5952,828,670,26351,24613,5769,1675,12420,121,28869,30351,1482,4160,16513,1435,1229,32970,53332,35.1,3450,
75818,45,16295,6129,853,714,45085,21171,6411,1213,12499,8420,23306,25874,2568,5159,21127,934,1498,40159,50865,31.2,4312,
116906,204,27150,15931,1409,680,63505,27513,9173,2692,20472,3067,53414,55528,2114,12276,29864,2604,2067,57615,49662,34,11547,
48548,62,11151,4003,387,574,21624,25572,3262,1039,8917,32,20958,22134,1176,4251,12607,746,1649,24635,59305,38.8,3253,
48443,27,10755,3943,377,645,20853,23888,3793,851,7931,3,21837,23673,1836,3477,16922,595,1360,20589,53506,28.8,2659,
269624,513,58364,14015,4414,612,9382,16316,30261,9580,37713,66,102713,108869,6156,18078,88808,4847,5596,123672,40442,28.4,34690,
1892004,2040,423390,204499,16194,786,537451,26158,157597,45651,288272,16116,867502,924342,56840,208782,533711,46251,34671,981921,53999,33.3,152231,
711421,439,182543,39788,4122,1109,244432,38382,57824,7019,146254,346,339159,358232,19073,129438,216477,5301,16295,384068,93645,35.8,44067,
2552213,2453,590475,315704,20857,826,771258,29810,224939,59030,391062,708,1252101,1330742,78641,311327,685116,64249,48506,1366378,53626,33.3,234625,
914075,483,240307,83598,4367,1079,540387,41609,71069,10932,195817,572,474671,495745,21074,194541,260518,8731,18631,502880,90124,36.5,64721,
214231,162,43236,34244,2560,735,121439,25337,15228,9910,30355,167,103649,108744,5095,23839,89833,4290,5436,92954,43907,25.8,16634,
834825,1940,195606,67594,8136,676,103880,19950,75541,23452,130027,18166,341350,366979,25629,76291,258209,19012,18256,408532,43244,31.9,107552,
781321,439,195602,79562,4155,943,475452,37928,59945,10113,154503,414,419189,438928,19739,148204,228173,7549,17354,434541,80290,34.9,46272,
535187,326,139465,47396,4123,950,363190,38012,43875,7589,112142,330,249640,262415,12775,77686,141480,6489,12734,282078,74323,36.7,33006,
345995,277,87576,29512,3022,825,169835,32343,29771,5431,68511,76,162270,170709,8439,42804,93995,3778,8336,186054,76426,35.6,26046,
4525519,3825,1066649,496164,38488,827,1386576,30856,404641,98715,734108,1461,2180392,2329584,149192,559393,1264758,97092,82758,2432135,57791,33.1,286356,
1176584,626,254476,193085,9089,1004,580292,38820,92285,25551,190619,615,645807,675894,30087,240380,311399,24552,19077,690879,68350,33.6,61468,
508313,269,122968,47083,2036,1000,309652,34575,40802,4808,99542,743,254840,267640,12800,89380,141422,4267,9653,275321,79123,35.8,29796,
1114,7,308,161,54,339,852,25908,74,32,228,0,513,558,45,92,270,27,47,421,40598,37.6,79,
602,0,179,69,33,425,556,38923,77,7,152,0,255,259,4,116,108,5,11,275,77708,42.1,18,
680,1,162,113,31,219,524,27515,74,18,143,0,304,309,5,86,104,26,10,306,52250,46.7,68,
889,1,251,75,37,625,805,34555,66,5,217,0,409,419,10,152,234,5,32,413,79167,37.8,49,
721,1,182,161,33,434,239,21204,14,71,136,0,260,279,19,54,158,37,23,336,26063,47.3,73,
3238,10,967,607,127,351,2490,24623,79,114,780,0,1462,1528,66,336,719,63,146,1542,42500,49.1,417,
1860,2,381,135,12,615,1781,17455,112,26,321,0,636,648,12,252,428,15,94,883,41750,40.6,92,
702,0,139,29,5,,666,28533,41,7,133,0,293,296,3,35,138,3,20,375,85000,47.3,33,
2307,0,466,135,54,483,2050,19512,196,15,417,0,671,683,12,251,655,4,89,1001,52917,34.3,90,
5020,8,1293,463,53,529,4495,23228,341,146,1102,0,2212,2319,107,534,1086,58,302,2378,51700,41.2,383,
10694,10,2645,642,141,594,9883,20457,1190,124,2153,0,4602,4740,138,718,3334,108,443,4754,57590,30.7,1011,
6414,3,1603,710,130,549,5687,21128,691,100,1349,0,2653,2784,131,486,1846,49,275,2914,47878,33.3,491,
2700,0,670,320,56,484,2479,22195,174,90,619,0,1215,1238,23,330,684,24,164,1281,42444,40.4,94,
7246,3,1495,1019,48,795,6648,24836,530,159,1345,0,3152,3283,131,846,1579,72,258,3442,50266,42.2,383,
11014,7,2903,333,85,976,10498,30457,1189,60,2718,0,4701,4865,164,1593,3888,14,564,4984,86071,32.4,1025,
15193,35,3036,983,128,519,6688,17385,1393,577,2203,0,5247,5727,480,972,4711,245,304,6875,42581,31.6,1672,
29306,16,7098,1942,171,1101,24496,30086,2758,267,6187,21,14397,14751,354,4524,8856,145,1311,14473,74552,33.3,3771,
63357,17,15643,3919,199,725,52863,24069,6249,642,12623,91,28406,30385,1979,5980,20271,770,2426,30668,66542,31.1,5547,
576496,253,127466,28198,2727,825,478514,23207,67926,6565,110562,451,257679,269235,11556,76063,226961,4510,18028,239020,67042,24.5,79680,
39731,6,10917,3864,425,1125,33700,52671,2723,658,9372,2,21711,22222,511,8638,10047,242,1759,22175,94952,38.8,4196,
9544,1,2625,1248,141,650,8407,25662,627,260,1918,0,4859,5193,334,1136,1846,76,292,4984,46658,39.8,542,
20961,7,5493,1678,186,590,19298,21196,1748,462,4631,0,8634,9065,431,1429,6238,191,840,9611,50850,34.9,1679,
10410,7,2764,800,204,478,9513,21465,942,175,2410,0,4030,4215,185,741,2863,116,653,4774,51852,35,636,
20512,7,5096,2745,221,514,17079,22536,1549,667,3930,0,8906,9412,506,1440,5505,446,913,9880,46994,36.4,1208,
20259,8,5259,1391,272,719,17292,23323,2393,346,4369,0,8026,8561,535,1203,5894,223,843,9427,63000,30.3,1064,
155577,151,39432,12953,1524,833,132089,25415,14066,2366,33294,24,62920,66398,3478,17275,44937,1921,4120,67418,55175,35.9,17502,
52182,29,13513,3522,285,589,45542,22808,5733,673,11545,9,22319,23618,1299,4902,15858,707,2272,24168,58835,32.3,4312,
334977,108,82775,18647,1117,871,282951,28293,35817,2950,70166,1987,155828,161227,5399,47983,109515,3059,10644,161887,75961,30.6,29894,
12651,5,3377,858,132,482,10534,23283,1181,234,2968,2,5546,5711,165,1241,3550,168,719,5647,59312,35.5,1265,
28892,14,6541,1825,206,583,24863,17426,2327,337,5820,35,10784,11577,793,2109,9237,148,1164,12963,50928,31.7,3061,
36343,16,7714,2902,264,784,29768,25001,3956,695,6174,27,15087,16163,1076,2165,10740,377,1303,17371,67012,30.1,1548,
120288,22,27394,9435,852,598,100797,21752,12972,1746,23585,86,56905,59055,2150,14861,46613,1394,4095,49663,53812,25,12925,
244101,123,59438,21860,1535,708,187247,25275,23127,4586,46409,505,115146,120917,5771,24534,70714,4449,8615,122385,62036,32.3,23592,
48504,20,11246,4329,342,619,41863,19791,4698,1119,9152,13,20960,22344,1384,5330,16265,680,1690,21164,45422,29.1,4119,
1106700,626,255828,107230,6553,891,797514,30134,102502,15516,199115,876,564689,589896,25207,147726,324448,18914,30482,579430,67922,32.4,123304,
7052,2,1862,949,85,597,4658,25831,403,137,1392,0,3157,3302,145,583,1434,78,461,3642,51495,45.1,225,
15594,18,4458,1976,313,429,14607,25446,718,393,3783,25,7210,7630,420,1388,2749,267,903,8204,48396,46,633,
10710,14,2925,1597,112,637,8318,29871,485,325,2182,0,4385,4680,295,1117,1857,337,535,5064,50483,53.5,356,
5131,2,1384,960,17,394,5102,26753,269,162,1206,0,2219,2313,94,548,963,189,421,2759,53526,47.5,189,
15181,11,4187,1909,275,366,14852,21082,900,906,3123,29,4577,4848,271,626,2794,698,417,8012,29916,43.9,785,
6524,7,1840,721,83,462,6151,23505,303,199,1491,3,2578,2764,186,550,1188,137,274,3676,46927,45.3,584,
6788,38,1809,1028,183,468,5184,22572,405,388,1179,0,2901,3070,169,286,1351,433,131,3472,31311,46.6,932,
17077,20,4666,2752,285,492,15005,21589,1064,874,3242,21,7139,7734,595,1842,3609,966,360,8851,37844,42.3,1129,
11606,17,2445,1204,119,543,4305,16835,574,306,1684,0,4012,4255,243,389,2246,320,485,6991,42121,41.1,1140,
12254,11,3986,1788,222,584,8568,33364,517,416,3144,0,4733,5136,403,1537,2000,200,692,5466,56677,56.5,529,
15489,28,4324,2542,321,417,14230,25952,858,738,3323,7,6225,6510,285,1192,2940,413,818,7809,46020,46.9,1014,
5495,30,1461,658,68,508,1623,18548,395,370,712,0,1893,2378,485,368,1482,409,146,2739,27426,35.9,514,
4458,0,1137,710,109,395,3802,28195,140,101,913,0,2073,2280,207,374,1032,129,283,2465,44483,47.3,232,
12176,10,2829,1664,309,377,8213,19830,693,665,1993,5,4929,5287,358,665,2458,450,566,5912,38350,45.2,527,
12802,7,3409,1290,107,602,9265,26118,798,283,2778,0,6166,6374,208,911,2916,137,872,6598,58535,46.5,553,
30959,43,7483,4302,678,441,18623,22970,1549,978,5352,2,12739,13410,671,2727,5749,962,1131,15292,41126,47.9,1590,
11083,3,2845,1625,216,674,6083,25730,762,216,2063,0,5272,5582,310,1001,2236,186,419,5475,50629,44.8,482,
24428,33,6315,2963,579,375,22681,18514,1311,1253,4668,57,7559,8534,975,1311,4709,948,699,13517,32590,43.8,1930,
18089,45,4928,1736,460,501,10986,25784,1107,485,3713,35,7887,8241,354,1648,4061,520,928,9919,53681,45.8,1595,
29767,53,8263,4254,676,372,28289,23690,1815,812,6371,18,13125,13642,517,2310,5499,641,1519,15257,41145,47,1861,
8334,19,2267,1203,103,634,3112,24820,536,256,1240,0,3488,4093,605,875,2363,367,251,4192,38760,38.7,772,
6670,5,2077,696,224,620,3474,27162,392,118,1469,0,3099,3357,258,643,1251,192,468,3664,54656,49.3,294,
8830,4,2540,1226,65,619,7573,35252,261,190,2108,11,4151,4208,57,1199,1245,167,311,4346,63622,52.6,387,
15462,7,4480,1468,180,497,11862,26347,981,442,3385,13,6890,7143,253,1285,3495,335,811,7997,54875,43.5,1088,
27725,21,7365,3737,740,361,26845,21673,1487,1113,5988,8,10120,10859,739,1899,5426,723,1149,14934,40083,44.8,1858,
13256,29,3302,2438,248,467,6042,22544,1137,771,1948,11,5359,5843,484,1193,3016,836,306,6574,33545,41.5,1263,
16867,6,4646,2442,230,455,16039,25004,869,249,3473,2,7545,7927,382,1219,3327,459,616,8690,49734,44.4,849,
15537,25,3751,1882,296,540,8484,19452,931,673,2463,0,5577,5918,341,965,2833,488,500,8146,38410,41.3,1518,
17958,28,5181,2532,357,375,16144,21785,1036,622,4198,0,7383,7905,522,1223,3206,334,793,9112,37757,49.2,939,
17048,14,3791,1914,339,447,10420,19702,892,525,2612,19,6543,7140,597,939,3549,406,758,9473,46610,42.7,1648,
7022,9,1890,1009,130,640,2915,32689,306,176,1349,13,3348,3569,221,432,1133,131,627,3872,55069,49.8,307,
22290,40,6020,2956,722,356,21591,20969,1138,1014,4887,9,8445,9006,561,1513,4340,815,941,11614,38725,46.3,1405,
28364,6,7966,2008,77,790,23989,33807,1356,364,6683,12,12939,13484,545,4242,6281,112,1426,16004,80441,44.6,1161,
7359,2,2154,977,116,820,6566,38185,392,154,1785,0,3580,3688,108,1084,1324,95,454,3737,62541,49.5,219,
11998,32,3322,1855,296,533,6485,24835,811,695,2229,27,4892,5118,226,1252,1961,622,327,5723,41468,48.4,573,
35030,47,9258,4826,948,402,20959,21155,1941,1520,6496,24,14426,15175,749,2529,6802,1360,1824,17250,39233,45.9,1756,
25564,10,6713,2259,240,900,18864,35676,1968,191,5428,325,12525,13176,651,3632,6600,343,1372,13696,84770,37.1,1007,
74390,42,20640,8150,655,681,68003,30088,4181,1220,16817,115,34960,36458,1498,8020,14753,1196,4482,39588,59544,44.6,4410,
38991,36,10025,4165,431,779,34156,30009,2615,556,7199,15,18753,19951,1198,3745,8783,778,2057,21031,65353,40.6,1729,
103218,83,28949,9259,663,947,87131,37924,6065,990,24158,131,54324,56253,1929,17767,26884,1174,4810,54048,84955,42.6,5235,
13843,6,3459,1849,148,1683,9968,65510,1058,87,2710,55,7672,8010,338,3371,3941,306,257,7746,114795,39.7,243,
73028,36,20141,8269,601,1050,55458,42047,4259,927,16530,628,33064,34751,1687,13799,17409,991,1923,35507,80772,45.9,2825,
99572,111,23106,19227,670,613,59263,24697,7594,4111,13954,81,47334,50656,3322,9955,22095,5753,2032,54126,41483,38.4,6205,
12369,3,3036,1444,275,437,7415,18555,721,316,2169,14,4694,4915,221,704,2449,347,516,6535,39537,45.4,502,
17582,30,4464,2628,127,829,13068,27608,1231,438,3090,102,7587,8450,863,1863,3883,501,460,8730,50952,40.1,897,
14331,7,3743,1825,245,847,12453,38658,821,343,2938,0,7087,7330,243,1589,3014,329,610,7420,72129,46,541,
12022,7,3363,1220,63,1077,11095,39305,619,141,2808,170,5908,6199,291,2009,3088,182,664,6071,88328,42.2,489,
21620,19,5432,3696,287,644,16649,23640,1644,757,3615,17,9976,10437,461,1967,4767,794,435,10884,42112,40,1662,
19213,4,5266,1994,289,784,15995,30215,1265,173,4202,66,9209,9831,622,2023,4668,349,960,10248,62952,39.6,736,
