total_pop,deaths,family_households,nonfamily_households,rent_burden_not_computed,median_rent,white_pop,income_per_capita,families_with_young_children,income_less_10000,married_households,armed_forces,employed_pop,civilian_labor_force,unemployed_pop,bachelors_degree,in_school,no_cars,four_more_cars,pop_25_64,median_income,median_age,confirmed_cases,
22353,12,5577,3546,247,656,10905,22668,1812,866,2998,133,9503,10554,1051,1564,5421,1025,502,11309,40712,36.5,1381,
36090,34,10204,3953,466,806,25551,33172,2239,680,8050,283,17338,18638,1300,4162,8661,590,1662,19497,67767,44.4,1911,
42854,83,11693,5569,424,645,37891,27016,2676,1108,9386,51,20182,21287,1105,3940,9254,920,2084,21789,53934,44.2,2941,
41911,63,10761,7756,530,434,18316,21882,2932,2090,6187,48,16814,18694,1880,3438,10226,3085,946,20631,34951,40.6,3167,
180775,76,42285,26380,1189,825,79598,26028,15357,5315,26441,8167,81596,88222,6626,17727,49695,6844,3842,94185,51082,33.2,8101,
46487,35,8433,9975,846,927,30526,32860,2872,2192,5828,119,24447,25369,922,7383,15749,1984,865,24928,54739,30.9,2586,
51956,64,14785,7376,891,401,36506,21473,3050,1856,10637,0,20659,22634,1975,3045,10188,1505,2290,26312,36779,46.8,3391,
17596,12,4532,2880,207,691,11234,32265,1104,429,3715,111,7696,8302,606,1776,3191,413,958,8865,55688,47.6,892,
5675,4,1431,968,93,437,4626,22098,261,284,1010,91,2173,2303,130,343,1027,152,143,2691,35546,44.2,526,
16435,7,3802,2246,423,448,6752,20278,886,632,2310,0,6258,6785,527,935,3702,626,746,8664,40871,43.4,936,
10848,3,3051,2030,249,688,7401,33997,501,373,2419,0,4384,4584,200,1325,1762,333,388,4827,51495,56.3,476,
39539,74,10261,4843,1130,433,36259,21694,2193,1552,7437,8,13321,14735,1414,2394,8732,1432,865,21279,38255,40.3,2526,
31819,10,8317,3793,354,534,24028,24296,1989,793,6318,4,14506,15359,853,2879,6975,653,1519,16245,49677,43.9,2049,
34813,11,9553,3898,432,723,26947,30237,2201,607,7711,0,16325,17692,1367,3537,7122,679,1918,18804,56946,44.5,1299,
56277,28,16278,6925,769,491,49016,27282,3134,1655,12908,33,25460,26919,1459,5050,12084,1006,3000,28594,51208,46,3001,
27516,19,6181,4339,178,831,18447,28429,1976,446,4218,39,13358,13958,600,3364,6939,1052,329,14048,49330,37.6,2024,
130159,75,33291,9988,537,1188,90467,33859,9518,1421,26387,403,64416,68140,3724,16280,34791,1391,5786,69175,81434,37.7,6256,
22148,7,6382,1875,226,887,17186,47610,1097,268,5503,15,10561,10929,368,4080,4619,169,1218,12138,86652,48.4,888,
136255,57,32352,21203,1060,884,53475,27053,9392,3716,20637,4460,62042,67299,5257,14215,37290,4153,3461,71403,52021,35.8,6094,
68406,30,17777,6204,662,1041,55319,43067,4572,644,14838,106,34893,36349,1456,10212,16839,641,3662,36332,94775,41.6,3143,
37035,14,10322,4424,331,756,31508,32271,2220,696,8525,362,17770,18382,612,3842,8022,593,1883,20241,63881,44.6,1262,
20523,7,5942,1613,238,750,16326,36768,1342,222,5009,19,10248,10799,551,2467,4554,173,1015,11498,78429,44,902,
34330,38,9838,4739,567,447,31221,26328,1715,1025,7298,49,15462,16600,1138,3088,6379,1030,1242,18186,49691,46.2,1947,
22903,19,4533,2748,432,535,14184,19751,1100,480,3284,0,8898,9390,492,1529,8230,570,663,9184,44147,30.8,1448,
17380,9,2415,3088,236,636,14480,19539,531,977,1672,47,7455,8063,608,1410,9197,465,438,6133,36082,22.7,1726,
7113,14,786,1149,143,653,5677,16668,198,278,606,154,2257,2354,97,542,4484,210,26,1544,37309,21.6,740,
105105,34,25494,14521,1430,1043,81167,39273,6799,2144,20836,364,50689,52361,1672,18931,30130,1725,3274,53291,72265,38.6,3575,
83784,38,22650,7845,653,887,70803,32554,5914,925,18264,65,42721,44559,1838,9691,19549,1135,3435,44401,71037,40.5,4955,
16117,8,3495,1283,43,1428,5800,29641,1354,19,2803,43,8326,8854,528,2284,4859,214,507,9329,79131,34.1,1041,
154710,96,33164,35499,1147,1556,80143,57019,12466,2526,24895,2017,95344,99197,3853,34403,29332,6525,593,101425,93370,36.4,8810,
78653,63,21838,8665,982,674,70410,28884,4881,1379,17686,20,38878,40745,1867,7865,18202,1767,4073,39494,57651,41.8,5097,
29889,12,7730,3085,309,817,19001,28039,2407,565,5426,1564,13227,14117,890,2748,6421,668,1304,15803,60925,40.2,1370,
32037,35,7162,6100,520,676,4806,21992,2450,1967,3392,445,13348,15201,1853,2254,6516,2659,722,16982,33939,38.3,2171,
77319,33,22524,8403,882,617,68163,30633,4411,1736,18798,33,36735,38407,1672,9826,17352,1118,3552,40177,59405,45.9,4517,
88057,101,23737,8594,650,840,43750,31239,6784,1801,16994,1667,41009,43965,2956,9585,23512,2093,2890,47207,68089,38.1,5030,
15708,26,4211,2442,355,359,14267,20525,787,667,3293,3,6509,7031,522,1139,2887,441,691,8262,32048,47.4,972,
11595,14,2142,1246,237,557,4415,15882,593,327,1487,7,2684,2841,157,660,2381,303,375,7046,44608,40.4,863,
14863,4,4337,2186,455,498,12132,33597,722,515,3121,0,7131,7405,274,1752,2735,495,796,7447,53834,49.7,523,
31298,63,8499,4330,806,402,29513,22319,1725,1332,6377,0,12817,13686,869,2027,6019,1185,810,16315,40544,44.6,2249,
16329,5,4839,1240,185,836,12438,31192,1129,158,3767,0,8284,8600,316,1554,4039,138,873,8887,67423,41.3,627,
24273,49,5881,4596,159,668,19768,27571,1540,491,4432,35,11848,12330,482,3268,4970,735,776,12378,46435,42,2070,
61970,41,18358,8329,1095,467,45982,23597,3278,2023,13774,147,27749,29746,1997,4273,13301,1429,3457,32587,44356,46.4,3679,
49795,30,12540,4297,295,886,35424,29979,3491,623,9828,69,23377,24855,1478,4869,11949,884,2549,25974,69693,38.8,3520,
235410,115,62298,20733,1252,1003,137401,32123,17594,3357,45615,6537,108589,115278,6689,30660,64755,3449,7069,128084,72214,36.6,13055,
53064,55,8836,8012,379,729,35728,20134,3142,1639,5693,92,26008,27473,1465,5427,23974,1650,1311,21802,43009,24.8,5080,
23580,10,5680,2819,210,1719,13652,46489,1921,337,4506,95,12834,13380,546,4797,6245,533,677,12904,106870,39,373,
335594,193,87344,33563,1290,1001,210795,35370,23506,3700,67168,861,171886,181993,10107,53337,89999,3497,11481,179020,76969,38.8,16897,
67196,13,19179,5154,250,1306,48357,38193,4392,524,15791,3446,30172,32246,2074,10415,18622,527,2401,34923,86781,39.6,2099,
4043,2,990,796,58,404,3637,19297,332,357,626,0,1620,1872,252,368,880,218,43,2196,26971,37.2,223,
8873,6,2183,1067,143,615,5406,19728,335,379,1674,5,3240,3461,221,640,1940,261,424,4939,47341,44,1164,
42689,27,11532,5798,694,421,40125,24325,2575,1526,8957,29,16237,17619,1382,2940,8130,1411,1380,22484,40309,44.3,2899,
32840,31,8955,4573,693,574,19815,24266,1882,1274,6655,139,13837,14630,793,2688,6197,1217,1034,16525,42260,46,2176,
54457,66,15019,7369,882,484,51925,25640,2620,1771,11849,57,23980,25626,1646,5780,11797,1248,1533,28474,44844,45.5,3765,
95536,94,22176,14440,1021,813,36631,24291,7864,2844,12981,2885,41692,46178,4486,9067,23738,4116,1802,50153,48727,35.2,5878,
97692,54,19389,16188,1687,818,81970,28277,4935,4006,15309,245,46955,49040,2085,12139,40789,1928,3445,43620,53424,28.2,5894,
33149,18,9600,3638,287,740,30837,34733,1558,585,8095,10,16102,16744,642,4467,7288,514,1895,17320,64733,47.2,1684,
6495,9,1782,824,99,535,5738,17969,380,151,1310,6,2806,2945,139,352,1896,143,369,2919,33672,36.4,647,
25521,32,6313,3684,209,731,21897,30141,1657,404,4371,47,12446,13065,619,2995,6818,620,747,12464,53990,41.1,1582,
450763,278,107839,31467,1384,1424,201113,38225,40710,3156,84629,5422,231096,243363,12267,68227,132209,3771,14513,247169,101059,34.7,32237,
28135,13,5701,4718,343,996,16882,32359,2229,849,3685,117,14674,15549,875,4053,8809,861,245,13774,57258,29.9,1310,
22611,26,6146,2876,424,423,21563,19241,955,1341,4422,0,6679,7304,625,1132,4248,672,803,12443,30828,46.3,1001,
28033,17,7232,3115,252,711,17422,25981,1861,825,4873,49,13375,14591,1216,2071,5944,523,1768,15210,54640,42.9,1277,
22440,21,6084,3076,343,598,20846,31534,1246,551,5017,20,10267,10808,541,2535,3760,300,1040,11425,53918,48.6,904,
220892,118,40367,48871,2929,786,88320,30113,15358,10955,21364,469,109362,119924,10562,33703,55963,15092,2565,124408,42356,33.5,11529,
55158,28,15479,7129,791,556,44288,26417,3249,1711,11631,25,26478,27401,923,5324,12183,1049,2511,29079,48823,42.8,3113,
37704,9,8715,2583,240,1148,20978,27970,2336,517,6911,1372,14926,16308,1382,3995,9639,319,1555,21452,68461,37.1,2187,
14817,8,2127,2522,168,990,10062,26921,532,512,1624,92,6235,6727,492,2022,7235,513,73,5111,54606,24.5,411,
245752,123,50157,37092,2544,827,107229,26670,19090,8592,30570,24251,104089,113769,9680,25001,67195,10900,3777,126380,47137,30.4,11392,
41379,30,9507,3033,172,1276,17644,30572,3816,508,7460,86,21846,23595,1749,4683,10982,522,918,22793,77551,33.5,3458,
93419,73,26035,12399,483,769,80819,33717,5187,1818,20457,90,45305,47594,2289,15458,21586,1764,3145,48306,62134,43.7,5819,
23694,37,6508,2959,473,521,22383,24057,1370,593,4731,15,10627,11526,899,1498,4995,429,1250,12378,46140,45,1405,
13108,5,3662,1445,364,625,11147,29705,723,300,2807,0,6097,6462,365,1549,2765,246,534,6696,52287,45.2,399,
26109,11,7118,2676,443,1066,20537,31952,1422,315,5957,67,12127,12745,618,3411,6121,260,1014,13805,67964,42.6,1012,
29048,31,7829,4063,663,460,27295,24879,1409,835,6424,0,13014,13878,864,2377,5669,859,1183,15344,46119,44.4,1631,
35265,16,9658,3812,552,757,27817,30660,2395,577,7199,50,15957,17064,1107,3861,7879,581,1368,17812,67196,41.9,1351,
141159,35,36991,8354,569,1279,89967,39158,10289,852,29838,3771,68238,71277,3039,20410,41563,894,5848,76298,103005,35.2,6887,
79237,60,16422,11728,1232,665,49653,22439,5326,3174,10392,107,35605,38432,2827,8837,29251,3799,1259,32939,41971,28.3,5514,
229534,189,47715,54595,2182,1827,142962,67061,15729,4289,38858,2984,143798,148564,4766,59644,47449,12698,2387,149317,112138,34.4,10860,
324073,319,80370,45745,1762,929,175647,36497,23197,6028,56339,224,168806,179282,10476,57871,80526,7042,8773,176744,66447,38.3,16396,
1142004,733,281196,112184,5398,1707,590582,52976,88215,11309,229244,10239,609859,638577,28718,240721,309068,16686,28197,638202,117515,37.9,54918,
374558,170,94277,27022,1178,1594,216051,50456,33611,2195,79861,1413,201528,209430,7902,84709,112112,2760,9920,208294,129588,35.8,17236,
450057,180,116008,51723,2147,1123,281070,34607,33118,5804,84668,22237,219573,231822,12249,68828,117625,6919,11070,246153,70500,35.6,23074,
9797,4,2684,1288,238,603,6185,23488,593,443,1829,12,4810,5171,361,687,1940,308,569,4943,43020,44.5,271,
2213,0,692,471,54,406,2200,32648,94,79,563,0,905,910,5,275,218,99,183,1011,45094,60.5,69,
2226,4,653,354,31,526,2043,24781,155,71,581,0,934,1006,72,270,502,23,115,1123,51399,46.7,102,
13066,4,3845,1792,239,663,11612,26128,664,509,3099,0,4401,4782,381,1346,2495,304,760,6588,49184,50.2,527,
43858,19,12128,5406,501,534,38106,24707,2608,1263,9531,31,16545,17737,1192,3539,8873,900,2455,21841,47272,46.4,1358,
75138,42,18208,9175,938,753,51355,27605,5592,2144,14259,28,34063,36145,2082,7907,17283,1938,2450,37401,54975,39.9,5467,
59862,44,14374,8017,421,721,43269,26651,3616,1559,11267,45,26496,28187,1691,7069,16043,1769,1861,29180,52630,37.3,4126,
93420,52,22127,8385,1364,641,51309,22508,9056,1666,16621,81,39432,42377,2945,6140,25493,1470,3522,44146,52382,32.6,6773,
61569,16,15196,7838,527,775,50093,26312,3638,1442,11604,116,23051,25132,2081,5599,11423,808,2726,31766,53087,45.9,1969,
73439,4,19472,12808,574,742,61144,28857,3886,2200,14927,112,28027,30737,2710,8252,13661,2147,2845,35385,48002,50.5,840,
10344,4,3018,1398,204,517,9501,26918,558,261,2455,0,4126,4307,181,1168,2167,110,663,4956,49460,48.6,292,
7568,4,1970,1086,173,513,5572,21951,387,358,1560,0,2465,2724,259,620,1488,174,318,3826,41081,49,195,
21172,3,5366,2881,396,638,17405,25069,1221,586,4425,0,8242,8674,432,2725,4176,357,1049,10786,51258,45.9,569,
41377,30,11522,5553,979,539,27227,22755,3069,1388,8592,45,16762,17971,1209,3338,8442,823,1610,20324,42598,43.1,1939,
80323,22,23094,10933,749,985,64343,33837,5060,1810,19285,5052,32230,34549,2319,11987,15595,1430,2644,39851,61516,44.1,1095,
30524,2,8624,5279,303,754,27075,32317,1261,974,7261,71,11289,12203,914,5795,4075,638,1251,14972,51842,57.1,273,
490764,415,123597,71398,3465,722,418428,28325,35415,14297,93648,2507,221595,236389,14794,61222,123646,14290,16984,258022,52159,37.4,31031,
4105,0,1284,539,19,629,3634,26964,164,138,956,0,1215,1296,81,283,720,35,188,1813,49508,53.3,63,
11498,1,3116,1597,187,660,10139,28644,661,366,2502,2,4934,5261,327,1151,2247,257,586,6307,53606,46,229,
16221,0,4692,3026,283,828,14438,40784,573,387,4005,0,7635,7957,322,3683,2366,320,598,8187,60271,55.7,89,
47794,35,8528,9129,790,653,38009,22154,2346,2539,6936,52,22218,24275,2057,5727,23679,1439,1203,18665,41574,24.5,3019,
248279,345,58723,22997,2919,639,109974,21510,22908,4896,41050,304,103990,112403,8413,14665,68088,4431,9428,117376,47470,32.7,23145,
89124,87,19875,5960,556,705,36673,22125,9775,1199,14022,3,38844,41221,2377,5431,26359,1129,3347,43615,60275,29.9,9753,
121725,46,31961,15380,941,870,91371,30069,8225,2967,25142,402,54177,57899,3722,13821,26319,2284,5299,61282,59263,41.4,3812,
190529,178,48526,21837,1166,780,136348,30511,16336,3729,37454,180,85352,90776,5424,22888,50052,3322,7573,96707,63001,35.6,13529,
22259,25,5804,3431,215,615,20310,26878,1255,566,4477,0,9824,10527,703,2429,4705,480,839,11084,47483,44.7,1147,
103590,34,26811,13857,891,667,87327,25878,7021,2920,20120,50,42579,46474,3895,6908,23430,2922,3909,52781,49804,41.4,3203,
76012,32,19977,10059,739,685,63980,23853,4961,2145,15162,83,29789,32660,2871,5159,16286,1839,3785,38233,46387,42.8,2996,
71454,28,17782,10288,835,618,57064,24081,4512,2449,12884,94,27104,30137,3033,5191,14589,2086,2525,37222,45483,43.5,2737,
3999,4,1088,671,60,583,3461,28950,218,118,858,0,1628,1767,139,545,751,145,221,1967,46250,50,93,
19261,17,4427,1397,333,550,6784,18415,2385,386,3180,5,7757,8245,488,946,5565,293,798,8508,48131,28.4,1721,
269885,60,70386,35843,2205,978,204684,32410,18878,5816,54467,4058,122976,133173,10197,40434,63136,5460,8753,145345,66113,38.9,5805,
40585,17,10805,3901,607,747,26332,25060,3369,539,8267,12,18297,19036,739,3293,9890,549,1657,19886,55805,37.3,2916,
20940,8,5446,3340,213,581,17262,23050,1087,753,4471,57,6916,7390,474,1746,3747,601,622,10087,39895,52.7,604,
258903,52,67889,32595,1947,978,200498,34412,17370,5184,53736,12211,112032,118742,6710,36819,57423,5579,8175,135846,68336,39.1,4748,
43726,30,9555,8093,642,782,36885,26698,2376,1911,7646,165,20901,22075,1174,6134,14340,786,1871,19730,53163,33.3,1976,
457474,165,117089,50628,2329,960,363383,32162,33838,6990,91339,418,213776,228004,14228,58319,115324,7789,15845,241445,67832,38,16300,
212738,56,50745,32730,1691,867,169696,29186,13308,6276,40450,273,102696,110166,7470,31019,57529,6032,7364,105396,56419,36.9,4894,
2118119,1116,512299,338778,15639,1241,1300694,46316,148824,42696,405025,2174,1140353,1200419,60066,460158,493964,83880,50288,1236270,83571,37.2,73667,
845193,415,208065,104774,6445,962,574507,31157,65951,17635,156559,16738,383286,411696,28410,96186,205480,17975,27106,454278,63881,36,31164,
771904,442,194472,90005,4394,1119,549547,35737,56772,12271,152096,3506,390186,412425,22239,114528,184828,14175,28516,434818,78020,37.8,26363,
4354,12,1311,668,38,375,4289,28211,190,139,1098,0,1949,2083,134,420,747,95,138,2360,47827,51.9,446,
13243,7,3901,1822,242,513,12701,28286,820,283,3214,2,6826,7077,251,1159,2844,280,571,6788,54753,45.7,1218,
5748,19,1757,1191,129,422,5514,26689,187,250,1373,0,2536,2751,215,611,853,192,155,2981,39855,53.8,559,
14211,14,4118,2176,170,470,13523,23574,752,423,3185,0,6463,6736,273,1022,2690,336,669,7033,41930,48.6,1234,
4506,11,977,377,46,237,396,17197,451,158,469,0,1562,1699,137,257,1334,152,57,1997,38080,31.4,774,
7282,7,2025,980,79,440,7038,27901,487,132,1710,0,3686,3814,128,669,1432,129,287,3691,51470,45.8,775,
27994,51,8311,4249,285,491,26784,28603,1463,528,6680,0,14327,14930,603,2532,5462,676,1090,14946,54203,46.9,2898,
20111,11,5281,2882,217,537,18240,24874,768,342,4321,0,7530,8194,664,1293,3049,332,598,10475,44003,52.6,1578,
21465,31,6734,4024,330,487,18239,29058,978,826,5479,0,9038,9811,773,2969,3495,430,595,10381,42720,53.4,1909,
30378,32,8241,3854,496,510,29260,25314,2500,693,6879,3,13425,13828,403,2881,6440,1187,883,14813,49996,42.3,1728,
37465,44,10859,4775,310,516,35697,28437,2026,673,9020,0,19216,20116,900,3268,7358,500,1406,20263,55762,46.3,4459,
70371,57,17130,10942,485,620,64533,28363,4146,1608,14051,21,37291,39099,1808,9640,21025,1544,2094,34177,54620,36.6,6383,
183288,170,48272,24016,853,638,161409,30858,13714,2605,38428,45,98822,101981,3159,24780,46192,2651,4683,98255,61523,37.9,19695,
115094,109,31169,16363,898,567,97959,28849,7678,1682,25149,32,59570,62293,2723,13283,27250,2958,2936,60445,56114,41.3,12798,
35352,49,9735,5259,229,620,33636,30550,1668,807,8370,16,16826,17512,686,4830,6133,583,920,18450,52945,50.6,3155,
51651,103,14042,7751,421,558,48874,29423,2988,990,11283,0,26033,27057,1024,5022,10772,1170,2104,26946,54071,44.9,5257,
73427,63,20208,12015,700,536,68092,29039,4758,1556,16104,11,36504,38346,1842,6961,15620,1989,2101,37942,51603,43.8,6521,
49737,39,14327,5018,347,608,45439,32713,3600,549,12006,0,27483,28043,560,7158,12822,602,1654,26700,70662,39.8,5485,
117582,67,28130,18836,1030,668,106164,29495,7435,2282,22198,54,62589,65622,3033,15650,34981,2563,3185,56918,54127,35.5,11696,
20378,26,5673,2561,261,524,19349,28767,1140,491,4850,0,10520,10896,376,2024,4521,420,942,10598,60320,43.9,2400,
13566,7,4127,2440,188,437,12834,27161,550,413,3406,0,6571,6767,196,1305,2317,369,552,7169,45680,51.3,1102,
15004,18,4412,2447,229,499,12755,28272,751,348,3735,5,6994,7403,409,2248,2681,223,461,7673,50110,51.6,1055,
27443,16,8807,4352,380,615,25879,34253,1202,598,7525,63,13419,14071,652,4399,4760,469,933,13930,56494,52.3,2468,
29510,33,7726,4166,368,520,26682,26654,2315,484,6004,0,15191,15707,516,2776,6573,646,1188,15060,54009,40.5,3290,
102082,73,27505,13882,707,617,92193,29431,6813,1690,22525,36,53195,55399,2204,11234,24201,2445,2863,53494,57798,41.2,12164,
133967,110,38239,15517,693,729,124930,36177,8393,1494,31961,18,73513,76124,2611,20316,31410,2126,4191,71957,73021,42.6,14496,
169540,166,42113,27646,562,599,151374,29763,11150,3187,32636,82,87905,91169,3264,22213,42995,4008,4285,88250,55128,38,18406,
63340,34,17016,8662,605,648,57848,28331,4523,1125,13408,11,33623,34878,1255,6924,14178,1279,1791,33169,54447,41.3,5111,
102917,113,26760,13486,902,706,87992,29192,6533,2644,21257,0,53327,56502,3175,12204,28324,2091,3095,51063,58401,39.4,10502,
79680,57,21633,12486,741,527,72693,27777,4773,1425,17603,24,41085,42653,1568,7963,17361,2201,2458,41886,51053,44.5,7714,
44260,25,10457,6195,430,627,41192,26354,2750,889,8477,6,22972,24096,1124,4754,14449,796,1704,20394,54605,34.2,4175,
23576,8,6633,3166,283,576,22547,31717,1580,369,5415,16,12412,12859,447,2704,5389,432,987,12530,60017,42.5,1847,
36869,11,10054,4903,333,606,34855,30208,2335,484,8150,18,20015,20545,530,4091,8346,571,1334,19545,60609,42.8,2635,
45358,65,12507,6626,392,553,42563,26935,3011,897,10085,14,22255,23096,841,4091,8865,1153,1539,22928,49257,44.2,5034,
87142,35,24349,9040,484,777,82112,36561,6616,723,20139,173,47132,48753,1621,13963,22556,1041,3233,47244,77768,38.3,7249,
84586,64,22329,10410,637,673,76065,28819,5015,1279,17744,6,44955,46968,2013,9538,21168,1192,2419,44523,59215,40.1,8071,
195101,280,51497,24143,1134,687,141849,29582,13789,3553,37969,65,93603,99391,5788,21610,48334,5325,4519,102880,58334,40.1,21574,
43503,18,11356,7361,505,643,40000,27844,2593,1250,8155,24,21594,22887,1293,5065,10076,1366,1247,23380,50730,41.3,3972,
20344,19,5811,2958,329,507,19612,26290,1387,529,4792,0,10222,10630,408,1403,4407,514,801,10431,49821,43.4,1914,
9035,22,2615,1425,195,369,7204,23936,538,269,1913,0,3658,3987,329,563,1851,197,207,4439,43356,46.2,960,
15239,23,4727,2557,239,505,13803,26308,773,581,3822,40,6535,6889,354,1447,2743,306,633,7553,45891,52.1,1180,
16755,7,4626,2088,199,484,15842,27023,1268,306,3803,5,8640,8881,241,1375,3842,351,726,8486,55859,41.6,1463,
19190,30,5325,3321,243,493,18131,25142,1077,509,4202,0,8872,9513,641,1516,3629,551,513,9829,44122,47.6,2014,
15164,20,4024,2365,153,534,14200,26050,867,277,3226,2,6984,7392,408,1114,2716,240,579,7775,49052,49.4,1382,
18745,14,5146,2786,228,499,17423,26372,1210,369,4320,7,8961,9277,316,1729,3770,574,695,9349,50276,45.5,1834,
16313,14,4107,2503,181,466,15479,24391,988,465,3352,0,7530,7853,323,1321,3364,511,557,8211,47331,45.7,1664,
24170,24,6552,3299,238,514,21647,25838,1348,564,5516,6,10435,10982,547,1756,4309,497,956,12633,48412,48.8,2218,
